	Match	Place	Latitude	Longitude	Time
770	Warriors vs Lions, 16th Match	Buffalo Park, East London	-33.0074906	27.9174813	04:00 PM  GMT  / 06:00 PM LOCAL
771	Cobras vs Dolphins, 17th Match	Boland Park, Paarl	-33.7143719	18.9810746	04:00 PM  GMT  / 06:00 PM LOCAL
772	Knights vs Lions, 18th Match	Diamond Oval, Kimberley	49.679984	-115.983672	04:00 PM  GMT  / 06:00 PM LOCAL
773	Titans vs Warriors, 19th Match	SuperSport Park, Centurion	-25.864029	28.0888578	04:00 PM  GMT  / 06:00 PM LOCAL
774	Cobras vs Knights, 20th Match	Newlands, Cape Town	-33.9789129	18.4483763	12:30 PM  GMT  / 02:30 PM LOCAL
775	Titans vs Dolphins, 21st Match	Willowmoore Park, Benoni	-26.1510854	28.3695699	12:30 PM  GMT  / 02:30 PM LOCAL
776	Dolphins vs Warriors, 22nd Match	Kingsmead, Durban	-29.8480046	31.0284445	04:00 PM  GMT  / 06:00 PM LOCAL
777	Cobras vs Titans, 23rd Match	Kingsmead, Durban	-29.8480046	31.0284445	11:00 AM  GMT  / 01:00 PM LOCAL
778	Dolphins vs Lions, 24th Match	Kingsmead, Durban	-29.8480046	31.0284445	03:00 PM  GMT  / 05:00 PM LOCAL
779	Warriors vs Knights, 25th Match	St George's Park, Port Elizabeth	-33.8252617	25.6544677	12:30 PM  GMT  / 02:30 PM LOCAL
780	Warriors vs Cobras, 26th Match	St George's Park, Port Elizabeth	-33.8252617	25.6544677	04:00 PM  GMT  / 06:00 PM LOCAL
781	Knights vs Titans, 27th Match	Diamond Oval, Kimberley	49.679984	-115.983672	04:00 PM  GMT  / 06:00 PM LOCAL
782	Lions vs Cobras, 28th Match	Senwes Park, Potchefstroom	-26.7145297	27.0970475	04:00 PM  GMT  / 06:00 PM LOCAL
783	Knights vs Dolphins, 29th Match	Diamond Oval, Kimberley	49.679984	-115.983672	12:30 PM  GMT  / 02:30 PM LOCAL
784	Lions vs Titans, 30th Match	New Wanderers Stadium, Johannesburg	-26.2041028	28.0473051	12:30 PM  GMT  / 02:30 PM LOCAL
785	TBC vs TBC, Qualifier	TBC, TBC	36.0845812	-111.3797378	04:00 PM  GMT  / 09:30 PM LOCAL
786	TBC vs TBC, Final	TBC, TBC	36.0845812	-111.3797378	04:00 PM  GMT  / 09:30 PM LOCAL
